Connectance,Linksperspecies,Compartments,Nestedness,ISA,Linkage_Density,Shannon,H2,n.Elevation,fhyp,vhyp,dis1fhyp,dis2fhyp,morfhyp,rewfhyp,necfhyp,dis3fhyp,dmfhyp,sinfhyp,afhyp,anfhyp,anifhyp,panifhyp
0.0883838383838384,1.82291666666667,4,6.57557046315276,0.0238917147678521,7.10312686307529,4.72597767615163,0.36554796068492,1179,0.751903866472552,0.624321697907852,0.796592465791844,0.777575637082981,0.569489853304853,0.55466536974352,0.2660322638902,0.569489853304853,0.767787090997018,0.647751191386023,0.964714582540074,0.900637748712591,0.842160150147632,0.988124536257209
0.0887096774193548,1.98198198198198,1,8.44470748317231,0.0767936504510338,7.08181339605229,4.85621372091209,0.418164221388651,1181,0.775484176689412,0.668400613528954,0.805769725005712,0.801152443183755,0.610535025888779,0.570034946193778,0.316460667021013,0.610535025888779,0.790080713027775,0.672242183567147,0.98615266715623,0.953626526110583,0.920882200165606,0.979879453075423
0.0975896531452087,1.62745098039216,2,6.20859094974523,0.186922457307812,8.68620213960988,4.63791625723764,0.495486105219028,1184,0.704886725530709,0.630609836721525,0.741996706569993,0.732676417883048,0.578286894382084,0.557260210135392,0.325945502465354,0.578286894382084,0.717040474720621,0.666658068282969,0.973654399524221,0.924287097620284,0.865865732037116,0.978093184708943
0.098661028893587,2.35294117647059,1,4.89433397447241,0.0359314046144275,9.23474417637235,5.01648708286689,0.297830164991425,1460,0.751833875053274,0.577892393253818,0.747960093666574,0.727207008164066,0.603972370799488,0.571380851200252,0.282274590740487,0.603972370799488,0.722441277061814,0.678480284312571,0.951526916717225,0.86639562299736,0.78238116908864,0.981573853021308
0.0901041666666667,1.8804347826087,1,4.88762505845383,0.074682744551235,3.60317997298716,2.52048058853675,0.525786063636947,1463,0.663352693517848,0.645502411136879,0.695787801467467,0.675332132669546,0.55323007673814,0.522882279228189,0.248001947294374,0.55323007673814,0.663615470965342,0.620891634897693,0.941084752241307,0.845541303580775,0.747164615440882,0.972531556553291
0.118918918918919,1.26923076923077,2,8.26079845896657,0.221896416096297,7.53839217801154,3.95418616550962,0.381245615219527,1467,0.671633402089094,0.598052566220891,0.679269434689993,0.605862389225635,0.494889619274528,0.5022228918913,0.222766445357994,0.494889619274528,0.600233050921628,0.571292498054098,0.962590139767778,0.879883573102831,0.797714019016327,0.974269145465037
0.132094943240454,1.72972972972973,1,9.73902919810654,0.130014940801066,5.10244126199949,3.33230827640943,0.281791387384812,1628,0.616602464762019,0.510783933167223,0.705845918479732,0.676123667890637,0.476922936533281,0.432905960920143,0.234270040835466,0.476922936533281,0.638300207568643,0.559001806898411,0.953134092250383,0.86437611181669,0.7783764367415,0.970368026857399
0.125541125541126,1.78461538461538,2,8.85391419114148,0.0161876451862075,4.82448015560591,3.67266833018956,0.331270169254299,1632,0.635278469398425,0.540443903620615,0.652604092391562,0.60019351896411,0.552971065930475,0.494903973612084,0.263839846594106,0.552971065930475,0.59073457549772,0.640541527978606,0.95031127162387,0.861690768837153,0.780598873963317,0.976699347676834
0.102745098039216,1.72368421052632,1,6.11653934468259,-0.0109081770718501,5.56348021056348,4.1052934882204,0.300573017914638,1636,0.786584976321468,0.564817047382626,0.749494774816271,0.682750066865,0.749780234174909,0.680047795418996,0.424048324466918,0.749780234174909,0.704587927109619,0.840487073087248,0.962256015963121,0.898138032083195,0.836251709289775,0.971488063912474
0.114406779661017,1.95180722891566,1,7.91494332673858,0.0942564557255483,6.20068497513871,4.2221841407512,0.351570378732107,1856,0.852904189625438,0.744927267490314,0.835025244448572,0.779176661062717,0.775973820783683,0.709386445267156,0.401447261543425,0.775973820783683,0.766928972260054,0.880642622040564,0.940558190917906,0.83673451093729,0.732962902488615,0.962594496426772
